Username,Name,PostDate,TweetText,ReplyCount,RetweetCount,LikeCount,Views
@tonyaskit,G.,13 Aug 2022,"If you’re iPhone user, which one you got? I want to  buy a new one and I’m curious ",,,,
@Jitende12040236,Jitender,13 Aug 2022,@discountsdeck ,,,,
@shreyakumbhar54,Shreyaaah,13 Aug 2022,> I want to  buy  iPhone just for that ONE font on Instagram :') ,,,,
@sxlange_11,Amy,13 Aug 2022,"Mission: Get my grandpa's cellphone.

My grandpa is selling an iphone , and I WANT IT, my mom has it, its on her bedroom, i want to talk to her so that she could consider to buy it for me, mom, i'm a nice daughter! I want a cellphonee bc YES I DONT HAVE ONE ",,,,
@akramyaseen2,yaseen hussaini,12 Aug 2022,@Apple ,,,,
@_Aadilbhatt,Aadil Bhatt,12 Aug 2022,@Apple ,,,,
@SulemanDr,Suleman Nasir,11 Aug 2022,@Android The only reason i want to  buy  iphone the first time in my life is because my fully functional 3 year old phone doesn't have latest Android Os. #Disappointing ,,,,
@minigendo,David Kratz,11 Aug 2022,@YoSpense ,1,,1,
@Dubai_Mani_,Mani Traveller,11 Aug 2022,"I want to  buy a used iPhone at a low price... If anyone is willing to sell their iPhone in good condition, please let me.. I don't have enough salary to buy a new phone.  So I am looking for an old iPhone at a low price..  I will pay for it.. #Dubai  #emirati  #iPhone   #Dubaivip ",,,,
@kenennaaa,Kenechi,11 Aug 2022,""" I want to start this business but I don't have the money right now.""

~someone that is already preparing to buy  iPhone 14 upon its release ",,,,
@Dubai_Mani_,Mani Traveller,11 Aug 2022,Hello I am mani.. UAE Sharjah.. 27 Y and I am earning for last two years..but I am not able to buy a new iphone yet..as soon as salary comes the need for it..I have been using only android phone..I I want to  buy an iPhone for a long time... I will pay for that cost. #iphone14 ,,,,
@nahyalltripping,mepopo.,11 Aug 2022,If I buy an iphone is cos I want to increase my handsomeness and to see things clearly ,,,,
@Deathblossom187,Deathblossom187,11 Aug 2022,I want to  buy the newest iPhone and smash it into the floor immediately after unboxing live on stream dont worry its an iPhone ,,,,
@Diiadvocate,Jawless Fat Alberta,11 Aug 2022,"I want to  buy  iphone , i have ₦30k. ",,,,
@Charlesrivers0,Rivers,11 Aug 2022,How much is an Iphone 11 i want to start contributions for it buy i decide to buy it ,,,,
@rararahaha,Prazu,11 Aug 2022,"i told my sister i want to  buy samsung galaxy zflip (not because it was endorsed by BTS, but yeah kinda) and she was like: whaaaaaat? what are uou going to do with you iphone ? we just bought it last year? and i was like: sigi ig maguba na lang. cge bitaw nig katagak ",,,,
@manoj265659,Kumar Manoj,10 Aug 2022,"Dear @AmazonHelp  I want to  buy an iPhone 13 Pro. Now I want to know if the product is genuine, who is the seller, the manufacturing or import date and what return policy. ",,,,
@qlexakim,junh's,10 Aug 2022,Wow the iPhone case.... that's exactly what i want to  buy that day. Tapi yang murah punya jelah HAHAGAGA ,,,2,
@Baiqunruchu,Rose Chen(small engine parts & accessories),10 Aug 2022,@gizmogul ,,,,
@arcilonjr,Arcilon amorim,10 Aug 2022,@InfiRay ,,,,
@RancheroWill,Will Ranchero,10 Aug 2022,@FarhadA and and @lockheimer ,,,,
@BrownOnuo,Brown Ikechukwu Onuo,9 Aug 2022,@Dinfa90823856 ,,,,
@lyybabie,,9 Aug 2022,"aaaaa i want to  buy a new iphone , what if benta ko mga damit and gamit ko ",,,,
@aiqay_alamba,Aiqay,9 Aug 2022,@Naija_PR ,3,,7,
@Balmain,Balmain,,"Revivez la collection #BALMAINFW23 d'Olivier Rousteing.
Des ornements scintillants, des bustiers sculpturaux et des nœuds magnifiés ont fermé le défilé Automne-Hiver 2023, déjà considéré comme un tournant dans l'héritage de la Maison. ",,1,18,220.5K
@dettelindres,Bernadette Lindres,8 Aug 2022,I can’t upgrade my iOs so that’s the only reason why I want to  buy a new iPhone . I want to download Letterboxd and Goodreads apps ,,,,
@proudarcher007,Dr Pat,8 Aug 2022,"Check back of most electronics its written MADE IN CHINA. have u seen iPhone ,TV,Tabs etc with made in America or United Kingdom? Then what’s the craze about I want to  buy UK iPhone   @Focus__Quotes  @Sabinus1_ ",,,,
@rithikagarwal,Rithik Agarwal,8 Aug 2022,@discountsdeck any special deal on iphone 12 64gb? I want to  buy it right now ,,,,
@ynahmarie_,Lilac,7 Aug 2022,How ba magkapera agad? AaaaaAaaAaa I want to  buy na my own iphone and ipad jsnsjsnns ,,,,
@dorajimin_,lili⁷ YOONGI DAYYYY,7 Aug 2022,@nikkishivangi ,1,,1,
@GrantMcKnight,Grant McKnight,6 Aug 2022,"I've orderes the same iphone case twice from @crooksncastles and twice they have sent me not just the wrong case, but the dumbest looking case in the store. At this point I just feel like store just doesn't want my business. Too bad I had a whole list of stuff I want to  buy . ",,,,
@Mofana_Desk,MOFANA ENTERPRISE,6 Aug 2022,@FS_Yusuf_ ,,,,
@SABHIMan123,SABHI,5 Aug 2022,"Candy I Want To  Buy This Kind Of Fucking Leather Wallet's For Mall
I Love This Kind Of Long Coats Babe's Love This Kind Of Man Bags I Will Buy From Mall . SABHI's Candy I Need Fucking Iphone Here As Soon As Possible This Fucking Phone I'm Using Here Is Fucking Slow Going? ",,,,
@jorgecuriel82,Jorge Luis Curiel,5 Aug 2022,@KhattyClarice ,1,,,
@rusikaxx,babyruss,5 Aug 2022,“ify i need advice on this iphone  i want to  buy ” this is acc my fav part of my side business ,,,,
@ZundaTama,Tama Zunda,4 Aug 2022,@Dinfa90823856 ,,,,
@Fatimah_859,Fatimah,4 Aug 2022,At this moment I want to  buy  iPhone 7 Plus 128gb for 200gh ,,1,,
@theUchee,Ngala,4 Aug 2022,@Donkool_ ,1,,,
@Davidobah5,David obah,4 Aug 2022,@Dinfa90823856 ,,,,
@brushankpatra,Brushank Patra,4 Aug 2022,@geekyranjit ,1,,,
@IGangchamba,Isa Mohammed Gangchamba,4 Aug 2022,@Dinfa90823856 ,,,,
@rukisrealbf,the gazzete's #1 fan,3 Aug 2022,@ratth3o ,1,,,
@Unnecessary30,ℍ𝟛ℕ𝔻ℝ𝕏𝕏,3 Aug 2022,Something like that makes you mad and sober. Peer pressure like I want to belong made a guy I knew nearly committed suicide. Borrowed money to buy an iPhone and the weyrey lost the phone. ,,,,
@ElLouisto,El Louisto,3 Aug 2022,@fahyadi22 and and @theapplehub ,,,1,
@becauseIampaul,Olatunji Rhodes-Vivour,3 Aug 2022,@Pistachios012 and and @ChillzSide ,,,,
@Mwangi3030,LoziTongaQueen,3 Aug 2022,"I want to  buy an iPhone 13pro max from your store…….few days later, I managed to get it elsewhere ",,1,26,
@AKINYELEOLALEK7,AKINYELE OLALEKAN PAUL,3 Aug 2022,@Dinfa90823856 ,,,,
@Mahfuz81808831,Mahfuz,3 Aug 2022,@Dinfa90823856 ,1,,,
@parkjaybestboy,cherry⁷,3 Aug 2022,@lavieensunghoon ,1,,1,
@anmola3004,Anmol Agrawal,3 Aug 2022,@geekyranjit ,,,,
@cx_exquisite,Mr T,3 Aug 2022,"Who has iPhone 5c for sale, I want to  buy  ",,,,
@AlpacaEwfan,Alpaca Minecraft,2 Aug 2022,"I want to  buy diluc’s skin but it won’t let me, I have litterly 30.68 on my phone but it keeps saying insufficient store credit does anyone know why it might be saying that ? I use iPhone and have bought stuff on genshin with no problems before :( ",,,,
@ceri_gom,,1 Aug 2022,if it were me i want to  buy the iphone se 2016 just because… i love small phone oh god ,,,,
@MickeyDiamondE1,Mickey diamond,1 Aug 2022,"Please I want to  buy new iPhone for my president, I just say twitter from Android now, Peter Obi
ASUU ",1,,1,
@IrishTwinMags,Mags,31 Jul 2022,"Why am I like this...? The minute I get something in my head that I want to  buy , I have to do it. Watch this space for me on my new iPhone in the next couple weeks ",,,,
@kumarasantoshB,Santosh Baisakh,31 Jul 2022,@cochunho690 I have 18000 Pi coins.  In your country you can buy things by selling my money. I want to  buy an iPhone .  Can you help me? ,,,,
@heardnobodybaby,chrisssssssssss,31 Jul 2022,I want to return my iPhone and just buy a cheap android at this point ,,,,
@perfectskones,JUDE AMUAGWOR SKONES™,31 Jul 2022,I want to  buy the iPhone 14 pro max in mint condition.. brand new !! ,,,,
@swk_svk,SvetaKV,31 Jul 2022,@Stray_Kids ,,,,
@cryhunk,crypto hunk,30 Jul 2022,I want to  buy this iPhone . #wifimoneyteam  @blackkingkofi ,,,,
@GremnelEsber,Bad Ong's,30 Jul 2022,"I want to thank Apple for launching Airpods and MagSafe. I will never buy an iPhone , unless Samsung continues with all their bullshit, but those two innovative pieces of tech are amazing. ",,,,
@wonykartz,ris,30 Jul 2022,the only reason i want to  buy the iphone 13 in pink is because i like the color ,,,,
@thandolot,♡Luthando♡,30 Jul 2022,"I want to  buy an iPhone with Samsung speed, Huawei memory, Itel battery, Sony speaker with a Mobicel price. Where can I get it? ",,,,
@wixn_szn,Wilson,30 Jul 2022,"or maybe not but believe me when I tell you that some ways or the other, we all have carried out affiliate marketing without knowing. Let's say you bought an iPhone from Jumia, and now I want to  buy an iPhone too and you recommended Jumia to me, then I ordered mine from Jumia ",,,,
@thembisile1981,Thembisile,29 Jul 2022,@amblacqmike ,,,,
@faizan_sg,Faizan,28 Jul 2022,@TrakinTech ,,,,
@andybrace54,Adyπ,28 Jul 2022,@bay_cloth and and @KombirC ,2,,1,
@JoeleeSkimehorn,joelee,28 Jul 2022,finding a job that will work around my college classes are so hard to find! all i want to do is buy  #minecraft for my iphone and play for hours :(( ,,,,
@amvm_enha,gela,27 Jul 2022,I want to  buy an iPhone for my Brother  iphone cutieeee ,,,,
@tandontanishq88,Tanishq,27 Jul 2022,@ShokeenSanchit ,1,,1,
@Nkanyiso_taoist,Nkanyiso,27 Jul 2022,@estnef0eN ,1,,1,
@AnyafromSaintP,"Anya, a She-Bear",27 Jul 2022,"I want to  buy a new phone, but it’s like 72.990 ₽ right now… (around 1210 €, 1220 $)

( iPhone 12, 128 GB) ",,,,
@sparklyjuyeon,zeus,27 Jul 2022,The only reason i want to  buy an iphone ,,,,
@Ajay67513489,Ajay,27 Jul 2022,@CryptoFounder21 ,,,,
@Art__frol,Sia Frol,27 Jul 2022,@nastia_arts ,1,,1,
@Ajay67513489,Ajay,27 Jul 2022,@CryptoFounder21 ,,,2,
@Ajay67513489,Ajay,27 Jul 2022,@CryptoFounder21 ,,,1,
@Ajay67513489,Ajay,27 Jul 2022,I want to  buy  iPhone please contact me ,,,1,
@woollimz_only,A K I TAERAE DEBUT,26 Jul 2022,"Guys.. iphone users I need help..so I want to  buy an iphone since my Android usually only lasted for 1-3 years now my current phone alr acting up. So if I want to  buy an iphone 12/13, which one should I go for student, 256GB is enough or 512GB? within a student budget ",,,,
@ncthoew,BBieGurl,26 Jul 2022,@morellochoerry ,,,,
@neyaya_,neya. // dead butterflies,26 Jul 2022,And I wanna use my wireless headphones and I wanna buy the green iphone 13 and a new ipad even though I’ll never use it just to have one and i want to get a legion and a steam deck just because why not ,,,,
@Chikubhardwaj05,Ansh Singh,26 Jul 2022,@globaltimesnews ,,,,
@iamziben,#KiNG ZibeN,25 Jul 2022,If it's iPhone  I want to  buy for my babe nkor ,2,,1,
@samirsakil6,SAMIR,25 Jul 2022,@TheDoctorGamble ,,,,
@Shvitel,Svitel,25 Jul 2022,I want to  buy an iPhone 6s with iOS9. ,,,,
@Patticus,Patrick Campbell,24 Jul 2022,"I want to  buy a @nothing phone just to support them to see their third phone. 

Haven't had that feeling since the iPhone . ",,,,
@Rainb0ish,Shu,24 Jul 2022,Prime Day trying to convince me that I need to go back to using an iPhone but I want to  buy a dishwasher and that should be the priority why am I confused ,,,,
@zZznewji,ًkyle ˚୨୧⋆｡,24 Jul 2022,@koomilky ,1,,,
@Satya_Nayak10,Satya Narayan Nayak,24 Jul 2022,@indiaistore  I want to  buy  iPhone 13 128gb with icici easy emi offer i.e. 75% 24 months emi. I checked with few apple authorised retailers and understood that no such offer on icici credit card. They have only HDFC credit card offers. ,,,,
@HananXharah,حنان فَاطِمَة,24 Jul 2022,I want to  buy  iPhone 12 Amin ya Allah ,,,,
@bogdan9n,Bogdan9n,23 Jul 2022,@CryptoFounder21 ,,,,
@letletlovely,Letletlovely_,23 Jul 2022,I want to  buy  Iphone !!! But I can't have Kpop merch for the next few years hahahahahahahaha ,,,,
@MAL_LADAN,MAL_LADAN,23 Jul 2022,"I want to do yahoo! I done buy big polo big trouser, laptop iPhone and bleaching cream abeg wetin remain ",,,,
@frustratedmarin,Capt. Oyin Autos,23 Jul 2022,"What is in iPhone 13 pro max that I can’t buy , the phone is just too heavy,
How can my hand be aching me because I want to make calls ",,,,
@kenokeyatuegwu,Kayblitz,21 Jul 2022,@UdembaNzube and and @renoomokri ,2,,,
@jayshah68,Dr. Jay Shah,21 Jul 2022,@PragyaB_99 ,1,,2,
@aimanrazid,aimanrazid,21 Jul 2022,"I want to be rich enough to walk inside apple store to buy  iphone 13 but then the person who work there looked down on me because I look poor so i tell the worker "" I want to  buy  iphone 13 14 and 15 "" but the person said ""we're out of iphone whatchu gonna do abt it "" - ",,,,
@thejadedsmith,Manasvi,21 Jul 2022,Which online/offline vendors are the best to buy a new iPhone ? I want to  buy the iPhone 12 (128gb) and the lowest price I’ve found is on flipkart so far. ,,,,
@blackboxcorvid,White Brian,21 Jul 2022,I want to  buy an iPhone rn :/ ,,,,
@princezzify,princezzify_empire,20 Jul 2022,@Aaaiishahhh and and @attah_akor ,1,,,
@SariittaVera,Saritaaa,20 Jul 2022,"@Casetify My two cases for iphone 11, were perfect until this hot summer. Now both are detached from the frame. I want to  buy a new one, will the same thing happen to it? ",1,,,
@Maria_Shipiki,Ndawomume_Shiveli,20 Jul 2022,"I want to  buy an iPhone but don't know which one is best. Recommendations please, anyone? ",,,,
@bulletproof987,Shooter,20 Jul 2022,"I want to  buy an iPhone , which version is Good? And tell where I can get the money ",,,,
@jummy_olayemi,Jummy Olayemi,20 Jul 2022,@nosafk ,1,,1,
@Ajmal509,Nida Baloch,20 Jul 2022,@CryptoFounder21 ,,,,
@writter_adhi3,নীল প্রজাপতি,20 Jul 2022,@stufflistings ,1,,,
@Chikubhardwaj05,Ansh Singh,19 Jul 2022,@ajaydevgn sir can you give me an iPhone ? I want to gift it to my sister on the occasion of Raksha Bandhan because she likes it a lot and I am currently unemployed so i can't buy for her.but i will return your money when I will get a job for sure. ,,,,
@geofpro_chaucer,GEOFPRO CHAUCER,19 Jul 2022,@JumiaKenya ,9,,,
@dino_stef,Stefan Andrews,19 Jul 2022,"Hi, @CeXSupport  I want to ""trade in"" my current iPhone and buy a new one from CEX online. Is there any way to do both at the same time without being phoneless while I receive a voucher for current phone? Local branch doesn't have model I'm after in stock. ",,,,
@Maeee2414,mae saw enhypen,19 Jul 2022,i want to  buy an iphone before f2f classes hihi sosyal era?! yez ,,,,
@Lotanna_Jason,Lot,19 Jul 2022,@WeirdoBuhReal and and @yinkabdul_ ,,,,
@alexiadenebugc,Alexia| UGC creator,19 Jul 2022,"UGC Creators I need your help! I want to know, do you all have iphones or professional cameras? Because I need at least one UGC gig to afford to buy an iphone but I feel no one will hire me given that my videos are not 4k. Never ending loop. ",,,,
@RealboyYak,Master Cute,19 Jul 2022,@MensahEmma8 ,,1,1,
@Mamahvitalis,Vitalis Chekwube,19 Jul 2022,@pen_griffeyy ,,,,
@sandeeproyy,Sandeep Roy/সন্দীপ রায়,19 Jul 2022,@HumansOfBombay ,,,1,
@icathwa,YUYU MONTH,19 Jul 2022,im struggling i want to  buy ateez tickets but I want to  buy a new phone or be able to fix my broken iPhone and now I really want the plague doctor plush ,,,,
@UnicityPress,Unicity Press Salone,18 Jul 2022,"I want to do Yahoo
I done buy big polo, big trouser, laptop, iphone and bleaching cream abeg wetin remain? ",,,,
@CoveFairy,FAIRY COVE 7.7 sale !!!,18 Jul 2022,I want to start a study vlog acct on ig and buy a new iphone and just completely turn my life over before september ends ,,,,
@emmanuelenya8,Enya,18 Jul 2022,@dorisyincpa ,,,1,
@DeHybrid_Dave,HyBrid_DaVe,17 Jul 2022,"i want to start yahöô
i don buy big polo, socks, big trouser, laptop, iphone and bleaching cream

Wetin remain abeg? ",,,,
@Killuminati_0ii,Killuminati.0ii,17 Jul 2022,@_magakwe_ ,1,,1,
@fannieveedx2731,Hunk Ann,17 Jul 2022,"Good, I want to recommend a service to you guys,you've got surprise, Buy : https:// >Apple iPhone 13 Pro Max $845 
>Samsung Galaxy Z Fold2 $760 
>Apple MacBook 12"" $430 ",,,,
@bettykmazu936,Andy Lisa,17 Jul 2022,"WOWO, SURPRISED! i want to share a service to you, you've got a very low price, Buy : https:// >Apple iPhone 13 mini $560 
>Samsung Galaxy Z Fold2 $760 
>MacBook Air 13.3"" $390 ",,,,
@GkSpecialeduca1,khanboybtp,17 Jul 2022,@CryptoFounder21 ,,,,
@rlyn888,Arlyn π,17 Jul 2022,@pen_griffeyy ,,,,
@Jephthah212,Jay-Jay,16 Jul 2022,@__alabi ,,,1,
@AniEmmanuel_Nze,RINUEL,16 Jul 2022,"So I might go to the market and say I want to  buy a Samsung and ends up buying and iPhone , depending on the function I need at that instance cos for me, smartphones are mere tools. And I go for the most advanced tools available. ",,,,
@gloy07,Gloy07,16 Jul 2022,@Jayecane ,,,1,
@zumiluvr,vee!,16 Jul 2022,i want to  buy the sims so bad and my shitty iphone 7 is on life support so sims freeplay will not do either ,,,,
@lenatdcio3953,Lenatdcio3953,16 Jul 2022,"i want to share a service to you, you've got a very low price, Buy : 
>Apple iPhone 13 Pro $720 
>Samsung Galaxy Z Fold2 $760 
>MacBook Pro 15"" $450 ",,,,
@Muhamma22491408,Muhammad,15 Jul 2022,"I want to do yahoo I don buy big polo, big trouser, laptop, iPhone and bleaching cream abeg watin remain ",,,,
@Dona_Roman1,Roman Ebube,15 Jul 2022,"I want to do Yahoo i don buy big polo,big trouser,laptop, iPhone and bleaching cream abeg wetin remain  @GossipMillNaija ",,,,
@mrdavidposh,Akin David O.,15 Jul 2022,"I want to do yahoo. I don buy big polo, big trouser, shoe gben gben, laptop, iPhone and bleaching cream. Abeg wetin remain?

Abeg, it's urgent 

Victony Free Drake Asake Korede Bello Rema Emeka Fireboy #vawulence Olamide #Davido Snapchat Buju ",,,,
@Emmyfenzy,Honor To Meet You,15 Jul 2022,"I want to do Yahoo
I done buy big polo, big trouser, laptop, iphone and bleaching cream abeg wetin remain ",,,,
@mceward8,Mce Ward,15 Jul 2022,"I want to sell my father's land to buy her iphone 13
what am i ............ ",,,,
@Samciouslegend,Samcious,15 Jul 2022,"I want to do Yahoo ah don buy big polo,big trouser, laptop, iPhone and bleaching cream abeg wetin remain ",,,,
@SimonVermaelen,TIMETRAVELER,15 Jul 2022,@PiRevolutionX @PiCoreTeam and 6 others ,,,,
@Gaurav_962,Gaurav,15 Jul 2022,@varunkrish ,,,,
@Wizzygeneral1,Wisdom Onuigbo,14 Jul 2022,"I want to do Yahoo
I done buy big polo, big trouser, laptop, iphone and bleaching cream abeg wetin remain ",,,,
